id,segment
n_13171,我覺得我真的會瘋掉 現在開始100%焦慮
n_162,好想趕快把這種莫名焦慮感消除
n_12938,因為情緒差有憂鬱症
n_13114,心理上的壓力有減少一些，但是生理上還是覺得非常非常累
n_13153,現在能減少躁的感覺就好 雖然輕躁確實開心 但是還是不喜歡那種感覺 很怕隨時變躁狂
n_12449,這幾天開始睡前滿焦慮的 有時候嚴重恐慌要吃鎮定劑
n_165,去諮商的前幾次就是把困住自己的故事講一講，然後就漸漸地不知道要跟諮商師聊什麼了 。
n_12957,明天要去看醫生 不知道心理衡鑑的結果出來沒
n_12785,覺得可能有憂鬱症或是相關的身心疾病
n_12776,最近常常做惡夢 夢到許多現實中的現實 只有吃思樂康的日子才會有美夢 
n_13021,諮商結束了 但卻不代表我好了
n_13032,距離上次諮商已經是好幾個月前
n_12364,正氣到連旁邊的躁症病人都會跳出來幫忙罵
n_13253,醒了就是焦慮狀態也睡不回去 昨天回診和醫生討論說想從美妥平換回思樂康
n_12944,這個世界雖然難以生存，卻很溫暖 想到心理師
n_12638,可是怕人的毛病讓我走不久 很害怕 這比起焦慮，接近恐慌吧 
n_12635,我心理的狀況發生過的事情怎麼辦
n_12443,有精神病的就醫紀錄
n_13008,很擔心她是不是因為已經有憂鬱症的徵兆
n_181,我先跳下去就不用再憂思恐懼
n_12703,諮商師說我沒有軟弱，我做的這許多事都是證明，只是世界上沒有最好
n_13136,從此患了憂鬱症，經常有負面想法，到現在還在吃藥控制
n_12315,有時候覺得更焦慮了，有時候又感到安心，不是只有自己感到焦慮
n_12374,因為焦慮恐慌服用藥物有一段時間了
n_12739,醫生給的建議是諮商
n_12618,很不舒服 很憂鬱 不喜歡長效針退的感覺 不想打長效針了 但是好像除了長效針沒辦法
n_13116,但沒有一個穩定的社會角色仍是讓我感到慌，又精神狀況在適應社 會上有蠻大困難
n_13027,心理治療終於在軌道上了
n_12946,卻憂鬱到極點 感覺不到一點快樂 真的病了 只能靠藥物
n_12450,免費諮商師說焦慮不吃藥這樣很好
n_12851,躁鬱症的鬱症跟憂鬱症的鬱症不好分
n_151,每天每小時都在抗焦慮，一肚子抗焦慮的藥
n_12513,每個禮拜固定的諮商日
n_12612,突然好懷念我的思樂康
n_12380,男友家族有憂鬱症病史，我覺得他有可能也有憂鬱症
n_12654,昨天久違的諮商 心理師問我要談什麼
n_12773,曾經在諮商時探究過這個感覺的源頭
n_12313,近日才發現姊姊有憂鬱症
n_13229,因為之前也有朋友有重度憂鬱症
n_12482,現在在漢生西路一家身心科診所看診
n_12630, 好痛苦，有時好想離開這個人世
n_12934,他自爆金曲獎前夕因為想不開吞藥自殺，昏迷了5個小時後才醒來，事後他求助心理諮商師
n_145,如果是憂鬱症這一類型精神疾患， 會常常伴隨著憤怒的情緒嗎？
n_12883,我想死。我想死。我想死。
n_12940,我已經多吃一倍情緒穩定劑了 還是無法睡著 思路康和利福全對我來說太強了
n_12771, 還有沒有人一直去看醫師諮詢
n_13178,想問對於精神疾病，會談(或其他的非藥物治療)到底重不重要，抑或者藥物才是主力
4,需要看醫生嗎
12,可是我不知道我到底該看精神科還是神經科還是心臟科
14,雖然沒有大學時期那麼嚴重 但總會讓我想起那段過去 我是不是要再去看心理醫生？
19,我該去看醫生嗎...
20,我覺得我該去看醫生了
21,該去看醫生嗎?
22,請問我現在是不是 應該去找醫生做一下諮詢呢?
25,我不知道該不該去看醫生 還是過陣子就會好...不知道有沒有人能給一點意見...
41,念輔導方面的朋友要我找學校的輔導室談談， 但我卻沒辦法放開來說，大概是因為有那樣情形的頻率不算太高， 也害怕對方沒辦法理解或相信我的狀況，所以一直在猶豫要不要去
44,我要看醫生嗎? 可以不要看嗎?不看的話會自然好嗎? (因為我不敢 我連來這裡問都一直退縮
245,真的已經夠了。  到後來自己也氣到說：我以後再也不打電話給你。
245,然後她回：好啊那都都不要打啊。  真的很擅長把情緒丟給我欸。
245,不過我也半斤八兩， 總是能找到最糟糕的字彙刺激她。
245,有的時候我覺得我們不像家人， 比較像仇人。
245,遇見了非得打個兩敗俱傷才甘願。   
246,.  不論是用吊燈自縊還是從11樓往下跳
246,上天給了你不算差的才能和不算差的容貌
246,但你總是還沒看清楚牌局就把把 即使一手好牌都被你打爛了
246,碰到問題就逃避、 碰到問題就逃避 逃到最後就連活著都想逃避了
246,是啊 責任、 義務、 負擔、 苦短、
246,病痛、 過客 世界已經太多我承受不了的概念和事實
246,可是我還是連逃避活著都逃避了  . 
246,.     .     .  家裡人力不夠
246,現在在家當無給職看護 顧自家老人 塵囂.
247,早上跟動保員確認 他們結紮後會妥善照顧後才回放
247,送走了小貓1 親友跟我講了一些貓愛吃的好物
247,晚上將誘貓籠重新佈置 外觀用紙箱偽裝了一下
247,沒想到拿去放置的時候 正蹲下來要放食物
247,旁邊竟然有一隻貓的屍體 我真的嚇到了
247,臉色鐵青 但貓貓們都靠在附近偷看我在幹嘛
247,只能裝作冷靜不動聲色 回家就立馬打了1999
247,還好不到一小時清潔隊就派員 來帶去火化了
247,感謝他們晚上還有服務 去跟清潔隊員會合時
247,順便收籠 沒想到這次是大隻的母媽媽 最難騙的入籠了
247,可見肉泥跟天木蓼粉真的太吸引她了 拿籠子走時
247,她剩下的三隻幼貓 都在那邊晃盪似乎傻住了
247,媽媽不見了 希望可以順利全部帶去結紮
247,都平平安安回來 再讓他們一家團聚 家人太閒去招惹的
247,其實我不想弄 而且有時候覺得很不爽很煩
247,只是自己做事性格 做了還是會弄到一個程度
248,但我就爛 剛剛跟同事聊天 才知道他婚紗已經挑好了
248,但突然發現自己沒有被問 不過也是啦 我又沒結過婚
248,問我也不準 至少喜餅有問我款式 晚安晚安
248,晚上睡不好 很多質疑自己的聲音 都會在睡前跑出來
248,沒有不好 但我想回南部工作 醫生之前說你只是想省房租
248,對我只是想省一萬 一萬很多.    
249,想一下 原來聽別人說話可以這麼不耐煩
249,才發現自己以前這麼有耐心的聽別人說話還幫忙想解決方案
249,勞費心力的 現在自己需要時卻發現沒有人可以聽
250,醫生很用心 說要三個月之後檢查追蹤 看我的三酸甘油脂有沒有正常
250,說不容易 但要加油：） 朋友說我很會看醫生
250,還說可以出書了 他說養貓都可以出書了
250,其實都只是醫生很好 很多醫生都很啊 
251,抱怨文， 不喜勿入.  晚上抓到第三隻貓
251,不過昨晚腳癢到很難入睡 今天仔細看才發現
251,原來是一個一個紅豆包 應該是跳蚤 咬到整個右腳跟背奇癢無比
251,脾氣也整個上火 下午家人說 前天送去收容所結紮的貓送回來了
251,原本想原地放 但擔心傷口還沒好 左思右想
251,晚上又去採買一個中途籠跟貓砂盆 弄好已經晚上快九點
251,浪吞虎嚥吃完飯 再去置籠 連續兩天抓到貓
251,家人說收容所也好奇 怎麼第一次抓貓就上手？
251,？ ？  大概因為抓到的都是傻傻幼貓
251,原本設定要抓的母媽媽 根本都是門口把誘餌吃掉
251,就走了 家犬對於最近我忙於處理貓的事
251,很不滿意 今天因為陽台有兩隻貓 新抓的貓有稍微嗚咽
251,家犬更是直接守在客廳陽台門 賴著不進房間睡覺
251,一直抓門要出去 一邊做事一邊抓癢一邊覺得不爽
251,明明當初去搞事的事主不是我 而且事情不知道為什麼
251,越來越多 我還有其他更重要的事要處理
251,都怪那些貓 都會張著大眼睛水汪汪的 真是令人討厭
252,//. . /.  天還沒亮 3個多小時的車程
252,跑去雪場 不開心的心情也因為滑雪通通都沒了
252,讓自己運動流汗， 曬太陽， 會比較好一點
253,不知道哪來的白痴勇氣 居然又回去挑戰當時放棄的工作
253,搞到現在年紀比別人大， 能力比別人差，
253,對本行都忘了差不多了， 還成為大家的拖油瓶
253,也不知焦慮和敏感又發作 變的更自卑不敢與人互動
253,從以前現場變成現在辦公室 狀態感覺又回去了
253,對於工作無法掌握的狀態， 真的無力 該怎麼辦
254,這兩天搬了一些小東西 腰部就很不舒服
254,還是決定請搬家公司 2500省去我的復健科醫藥費
254,還有復健時間和上班時腰部不舒服   
255,剛才室友偷翻我的包包 其實很恐懼欸 他不知道翻幾次了
255,我的家人啊 我這麼努力工作 努力治病
255,看醫生 回診 結果 是怎麼對我的 反正我也是習得無助，
256,明年的暑假就要畢業了可是 就沒有學校的諮商資源了
256,沒有人陪我講話了 我覺得我真的會瘋掉
257,原本是不太痛的體質， 但為了要旅遊上個月有吃調經的藥…
257,結果這次來直接大爆痛  同事剛剛已經有給我一顆止痛藥應急
257,但還是一直悶悶的陣痛. . .  聽說吃巧克力有用的
257,不過我真的超不嗜甜的…遙望公司零食櫃的金莎
257,想問一下大家有什麼推薦可以在便利商店就買的到的苦巧克力呢?
258,早上還好好的， 直到丟了訊息給朋友們
258,其中一位在回覆的內容感覺不是很妙 不想再丟訊息給他了
258,算命老師說我們之間會很多口舌 就別再自虐下去
259,桃園 台北有無推薦的精神科醫生 ? 朋友住在桃園中壢
259,因為情緒差有憂鬱症 請問桃園地區有無推薦的醫生
260,還是掛了特需齒科 掛這個才有名額 感謝手冊
260,還是在這邊把牙齒處理好了 好像拖不了那麼久
260,在連假的倒數第二天 痛了起來 大概兩三三個月
261,好想死好想死好想死 為什麼又來了 為什麼為什麼為什麼
262,他要結婚了 之前還問我用什麼交友軟體
262,笑死 結果要跟現任男友結婚 最後加班兩個時段
262,今天上班時段就結束了 加油     
263,快到時間的時候 同類科的考生進來一個
263,嗚嗚敵人多一 快死背公文中     
264,努力打工 希望我能專心打工 打工 是榮耀上帝
265,比較 是不是一件蠻傷人的事啊 不論在哪方面的比較
265,當然也有好的那種啦 但我就偶爾會把她跟她們在心裡做比較
265,覺得她不會 但妳為什麼會 因為覺得好像是一件傷人的事
265,所以有想法也不說出口 在心裡想想就好
265,覺得我莫名其妙可是 妳可能沒想過這背後的一兩句話
265,都是藏著我說過的不能忍受 可是當然我不再說妳就不知道
265,只會覺得我莫名其妙 像一顆慢慢累積能量的未爆彈
265,100%的時候我會果斷離開 然後妳依然會覺得我莫名其妙
265,覺得我自私 無情 不講理 因為我什麼都不講
265,我先道歉 我自私的覺得嚴重的討論過後妳會記得
265,所以自私的只想等妳發覺背後的意義 最後你還是什麼都不知道然後我自私的離開
265,自私的爛人 只會在心裡比較扣分 什麼都不說又愛生悶氣
266,如題， 大概治療了一年多左右， 心理上的壓力有減少一些，
266,但是生理上還是覺得非常非常 累， 平時也有定期的運動。
266,有時候會睡不著， 但為了上學或是維持生理時鐘，
266,還是睡個23個小時就爬起來。  有時候睡起來，
266,比鬧鐘早一點點， 但全身上下都很累。
266,都大學了， 課表還超像高中， 老師又不愛下課，
266,真的撐得好累。  下課也沒胃口吃晚餐，
266,只想衝回租屋處睡覺， 睡12個小時，
266,還是沒什麼胃口。 然後讀一 下書， 冥想一下然後試著睡著，
267,如果沒換工作 我可能不會面對這一顆根管
267,嗚嗚 新聞都會報說蛀牙細菌跑到腦部 也是很可怕
267,醫生也沒有很兇 （這很重要 一切都是最好的安排
268,活著比死亡還要更難。  總是浮現過往，
268,一個人時就忍不住哭，  生活好像變成只有基本的生存能力，
268,卻不知道怎麼活下去，  以前的同學的話讓我覺得很有道理：
268,因緣會來討要， 我們只能懺悔和虛心接受。
269,今天去診所回診 （跟媽媽達到共識， 
269,去醫院只打長效針跟拿藥，  其他事情去診所就好）
269,醫生開金菩薩給我 當初忘記為什麼不吃了
269,好像是因為副作用？  不管了 現在能減少躁的感覺就好
269,很怕隨時變躁狂 下禮拜三要去別的大醫院初診
269,希望醫師有耐心 開藥順利（？  最近對聲音有點敏感
270,看到很多人努力了很久才有他們今天的成就
270,可是我和他們努力的方向卻不一樣 是不是對我來說努力活下來就很好了呢？
270,我也想要有一些成就 可是我的精力卻不足以讓我朝那個方向努力
270,我常常在想是不是我還不夠努力 我是不是再多做一點什麼我就有力氣
271,關於的問題  簡單的回答是錯誤的問法無法得到正確的答案
271,臨床上大多數大量用藥個案基本上無法直接歸咎於醫師或是制度如何
271,通常是更為複雜的問題， 別忘了「病人」自身的責任
271,不僅限於精神科，   臨床上我們常看到許多病人拿著遠高於我們敢於開立劑量的止痛藥、
271,胃藥、 類固醇. . . 等  我們感到驚奇，
271,無論是我們自己缺乏高劑量使用的經驗或是病患的特殊需求
271,通常我們很難簡單論述這樣處方的是非 
271,更遑論當一個病人得到某個處方並不是醫師單向指示的結果
271,僅僅只是討論「為什麼病人拿到那麼多的藥」
271,問題就不只是「會談、 衛教」或是「開藥」那麼簡單二選一的答案
271,最後的一個問題比較簡單一點  醫師與家人以及醫師與病人是截然不同的情境，
271,但作為一個醫師， 當他的家人把他當作是醫師來對待，
271,那結果就和一般病人情境無異  簡單地說，
271,如果還是「家人」那麼任何一位醫師都不必要開那麼多的藥物處方
271,但如果家人真的成為「病人」， 或許總有一天醫生會不得不開那麼多的藥物處方
272,這幾天狀態非常非常糟糕 又是為了那毫無希望的未來憂心
272,我已經沒有未來了 我已經沒有路可以走了
272,在撐不下去的心情中努力讓自己活著 但也許有一天我真的會撐不下去吧
272,想寫一點什麼 卻什麼都寫不出來 原來
272,最深刻的痛苦難以用文字表達 總之 我覺得我這35年的人生好失敗、
273,這幾天開始睡前滿焦慮的 有時候嚴重恐慌要吃鎮定劑
274,狗狗昨晚因送瓦斯的人來 所以把她抱進房間
274,避免過於警戒咬人 竟然從我手中掙脫往下跳
274,要去吠叫客人 當時真的嚇壞了 我怕她腿骨折
274,目前看起來還好 從小我就很注意 不要讓她太跳上跳下
274,怕對她未來骨結構不好 結果這傢伙 就這樣給我從一公尺高跳下去
274,真的是不要命了 實在很生氣又擔心 還好到今天
274,看起來都還正常 還要持續觀察 以後不抱了直接要她籠內等
274,實在是 馬麻那麼疼妳 卻一點都不珍惜自己啊
275,逼著自己出門兩天， 今天卻像沒電似的累。
275,懶的提筆畫畫， 懶的刷牙，  只想找人訴說，
275,胡亂的說也沒有關係。  等待， 然後消極的接受，
276,今天本來打算去加班的， 要不然下週一又要慌亂。
276,不過還是想躺床， 就這樣廢了整個白天。
276,沒洗衣服， 也沒洗澡。 看了一整天的真的很難戒除。
277,如題， 以前就有肚子痛， 可是最近越來越嚴重，
277,痛的時間也越長， 外加親戚有兩位都是死於大腸癌，
277,真的很怕自己也是得癌症， 大家覺得該放著還是乖乖看醫生，
278,我說的不是那種不舒服或是恐怖， 所以不敢看第二次的電影，
278,而是因為太感動了， 所以不敢看第二次，
278,怕哭到稀哩嘩啦. . . 我剛剛開電視，
278,看到電視在播春風化雨， 本來歡呼了一聲，
278,但是馬上轉台不看， 原因是我看這部片每看必哭，
278,所以絕對不敢再看><大家也有這種太過感動，
279,去諮商的前幾次就是把困住自己的故事講一講，
279,然後就漸漸地不知道要跟諮商師聊什麼了
279,。  明天又要去諮商了 再問個， 自從我的醫生知道我有在諮商後，
279,都只會開開藥， 問我睡得好嗎， 或者有沒有發
279,生什麼事。 雖然醫生本來就不必陪我聊聊，
280,昨天去聽演唱會就沒帶提款卡出門 大概這星期都不會帶出門
280,雖然無卡提款也可以 但那個帳戶沒什麼錢
280,最近也超過上限無法匯款 這樣好像無法吃利他能
280,但我只有吃週末 應該還好 買了期刊的權限
280,卻發現無法使用 哇咧 花兩萬買13.
280,3吋的閱讀器 也不知道是貨運途中被摔爛
280,還是本來就很爛 用起來超不順 螢幕還壞一條線
280,明天上班時間再看看有沒有救 打過去問看看
280,看能不能保固內維修之類的 今天回家的時候
280,看到長長的送葬隊伍 原來是對面鄰居的奶奶今天告別式
280,那個奶奶的看護今年要回印尼 聽說是好幾年的看護了
280,這個時間走可能也不是件壞事？  想到自己年老孤苦無依就覺得可怕
280,還不存錢啊 雖然合約還有一段時間到期
280,但已經無時不刻想著要回南部工作了 雖然醫生在台北
280,但每個月的房租可以來回北高三次 生活費又不止
280,雖然回南部想去有宿舍的公司 但一切都是未知數
280,還沒投履歷也還沒面試 一切都是未知 
280,默默的增加兩個粉絲 心理師還有發摟也蠻開心的
280,明天要去看醫生 不知道心理衡鑑的結果出來沒
281,這兩天睡太少又太忙， 早上起來發現如廁有點痛跟頻尿，
281,跟去年第一次尿道炎很像， 但去年超痛！
281,之後有吃抗生素一個禮拜， 現在我狂喝水+蔓越莓乾（家裡只有這個），
281,我還打了胡蘿蔔汁（應該對尿道炎沒效？
281,）， 現在是稍微頻尿， 幾乎不會痛，
281,如果好了， 不會不舒服， 還需看醫生嗎?因為不喜歡吃藥，
281,但明天放假又怕復發。 看醫生健保不會太貴？
281,之前去大樹藥局那藥（假日沒有診所開），
281,一個禮拜竟要930！ 嚇到我了。 用手機發表，
282,雖然心情怪怪的 但是走一走突然出現的彩虹
282,好像讓人覺得有一點點幸運的感覺 祝大家
284,考試倒數98天了 最近常常做惡夢 夢到許多現實中的現實
284,只有吃思樂康的日子才會有美夢 大家都說南部新公司很操
284,但是現實中的現實又有誰能解 自己 和對方高層說好
284,沒有立即離開原職的立即性 目前專業各方面頗有好評
284,若貴公司還有職缺待約滿再投履歷 對方蠻喜歡我的
284,要我結束前都要跟他們保持聯絡    
285,期待那久違的一句好久不見 好喜歡醫生：）
285,這些日子彷彿都不孤獨了 移情醫生也好也好
285,起碼比情人穩定些（深深相信 昨天尾牙今天拉肚子
285,還有一點感冒 晚上的見面其實沒什麼期待
285,只有工具人可以帶我出去走走 謝謝上天創造工具人
286,早上考完了 上次心理學翻車 這次有猜中一題
286,但申論很難說 還有大概兩個小時考剩下的兩科
286,加油加油 堅持到交卷的那一刻    
287,等到有一天 我都看懂 我所努力的一切都很荒謬
287,而且徒勞無功 我就理解了人生 我們都只是棋子
287,能在楚門的世界外看著表演的人 都不是楚門
288,作息很亂， 晚上常睡不著， 迷糊睡著卻睡到下午。
288,這陣子總是夢見你， 夢中你是活著的，
288,卻總是沒有說上話。  是不是我想要儘量不再提起，
288,讓你好好安息，  反而壓抑， 結果出現在夢中呢？
289,明天要解隔離 一晃眼10月要過去 我還好好的活著
289,希望好好唸書 工作順利 生活健康 加油
290,諮商結束了 但卻不代表我好了 唉 累累的
290,雷雷的 真不知父母把我生下來幹嘛 明天又要上班了
291,我會希望， 是有緣分能遇到一個能看見自己特質，
291,因為喜歡這份特質， 發自內心願意對我
292,早上出門 三個刑警衝到我前面 問我可以幫他們開大門嗎？
292,他們有出示證件 然後拿了照片問我認不認識
292,我說沒看過 他們問我房東電話 我指著外面的廣告上面就有寫
292,我想說是刑事案件 如果有什麼屍體吸毒的
292,會很麻煩 還是讓他們進去 就問他們有沒有搜索票
292,他們拿給我看之後 我就幫他們開門了 
293,可能生理期的關係， 身體很累， 思考很負面
293,今天上陶藝課時， 同學們有聊到工作的話題，
293,我今天都沒和同學互動， 因為不敢講現況，
293,作品也只做一件 現在又想著求職的問題，
293,想去澳洲， 但破英文實在沒有辦法找到什麼非勞力性質的工作，
293,走回專業本科， 國考一直考不上， 對法律也不是有極大熱情，
293,沒有證照， 我真的抬不起頭 來服務案主，
293,況且我只是個進修部畢業的， 怎麼想都覺得爛到極點
293,但不工作也不行， 想再唸書， 家裡不支持，
293,我自己也沒有底氣、 能力、 毅力打拼，
293,做什麼 都不行， 發展停滯， 要努力起來啊啊啊，
293,就算沒有任何專長、 專業原來找工作很難，
294,在等剪頭髮 剛剛去上廁所 結果衛生紙丟馬桶
294,啊他本來就有點塞住了 （沖水的時候才發現
295,就是那部電影 剛剛看完了 是真的救活了嗎
295,房子又燒掉了嗎 看不懂 在媽媽發病之後
295,就好難認清到底哪些是真的 也可能只是我笨而已
295,不過醫院的場景還真熟悉 哈哈 他總是會有奇怪的舉動
295,讓我覺得莫名的很慌 只要跟清醒的時候有一點點不一樣
295,只要一點點 就可以讓我恐慌指數升到最高
295,我很討厭這樣 因為陰影散不掉 我也什麼都講不出口
295,像個蹲在角落挨情緒打的笨蛋 為什麼我要承受你們的爛婚姻
295,是整個電影記最清楚的一句話 是啊 為什麼
295,我好像找到一直去上班不排休的原因了 賺錢是一個
295,另一個大概就是逃離這個不穩定的地方 因為這些不穩定總有一天會讓我完全爆炸
295,等到忍不下去的時候 要開學了 距離上次諮商已經是好幾個月前
295,上學期完全沒有去 一直好猶豫要不要去
295,要諮商就要犧牲睡眠時間 想睡覺 也許雨一停，
295,我還能再見到你，  也許雨該一直下不停。
296,這幾天家犬過敏老毛病發作 幫她腳趾頭擦藥
296,順便修一下過長的指甲 她生氣起毛跟我低吼
296,甩頭就逃跑 實在有點無奈 小小一隻也很有脾氣
296,還要跟他好聲好氣道歉秀秀 可愛又可惡
296,是捨不得她生病 持續心情悶悶的 週末昏睡很久
297,昨天看了新竹大火那則新聞 心情很悲痛
297,但卻又重複看 晚上看的韓劇演到生離死別
297,睡前想到過世的阿婆大哭 剛又不小心看到大火的新聞，
297,想到一下失去這麼多親人就好痛心 現在整個被悲痛情緒籠罩
297,假日本來該好好休息的， 但卻有一點發作的感覺
298,已經很久沒有吃藥了， 自行停藥9個月
298,現在ㄧ切又重頭來過， 回到原點 重新吃藥變的很想睡，
298,整天昏昏沈沈的 停藥復發真的很慘 請問重新吃藥想睡正常嗎？
299,教出兩個不會讀書也沒成就的小孩 真是辛苦你們了
299,講得外面的世界就是薪水低、 白做工 那是你們的世界
299,因為你們只能接觸到那樣層級的人 你們就是那種層級的人還看不清
299,不然以為從小菁英教育的受薪階級的家庭怎麼養得起小孩？
299,龍生龍 鳳生鳳 老鼠的小孩會打洞 拜託不要讓後代繼承這種沒格調又賺不多的公司好嗎？
300,最近都一個禮拜洗一次澡 太累了 我每天都在摧殘著自己
301,如果病人可以配合. . . 那為何要防護人力、
301,"為何要約束= =。 很多書本的概念都太執著在""個人""上，"
301,會忘了其實病房是一個封閉性的環境， 
301,"""病人們""是一個團體， 我們在執行處置、"
301,會談或是衛教時， 常會認為我們是在對一個病人講，
301,其實. . . 旁邊的病人都在看著。
301,以你提到的暴力約束為例， 在執行隔離約束有兩個概念
301,1. 減少傷害   2. 行為治療，
301,在啟動程序前， 我們自己要有概念， 這次為何要執行處置，
