id,segment
3,低， 就好像電腦要跑程式， 但卻又有病毒一直在跑，
3,使能源跑正常程式的效用降低，  例如之前買褲子買得太大件，
3,就ㄧ直在想當初怎買太大件， 甚至開始ㄧ件ㄧ件比大小，
3,再來則是買模型， 只是因為當初外盒有ㄧ個凹洞沒講，
3,當初想說外盒要丟掉沒關係，  沒想到後來卻一直想當初怎換，
3,然後一直去看缺陷， 平常就會一直想那些事，
3,只有睡覺玩遊戲時， 還有與別人玩的很快樂不會想到而已，
3,尤其是唸書時會一直去 想不開心的事，
3,真的很煩， ， 只是之前只有強迫性行為，
3,沒想到現在連強迫性思考都出來了， 但我沒看過醫生，
3,因為我覺得吃藥沒什麼用吧，  或者吃了沒好多少，
3,卻傷腎傷肝， 強迫性思考這種感覺真的好煩，
3,自己變得越來越不快樂，  卻找不到出口，
3,真的快瘋了， 有人也有這種現象嗎？ 該怎麼辦？
4,第一次文 就在這了 我今年大二 處女座完美主義者
4,我家有龐大的經濟壓力 每個月要繳卡債近4萬
4,雖然吃穿不愁 比起新聞上的都過得去 但那是因為我們家賣了房子
4,用幾十萬在過活 又要付房租什麼的 根本入不敷出
4,我每個月都要替我父母煩惱錢從哪裡來 每次趕作業到凌晨兩三點
4,夜深人靜時我就會哭 哭了10分鐘後就會好
4,就會睡得著 後來交了個男友 一開始都很好
4,跟他在一起我完全不會想我家的事 可是每次跟他有爭執時
4,我就會完全沒辦法跟他說話 眼淚就滴下來
4,通常可以哭上半包衛生紙 可是我又不想給我爸媽發現
4,怕他們擔心 都是躲起來哭 通常會哭上一兩個小時
4,事情只要沒解決 我就會一直哭 哭到睡著
4,醒來又會繼續哭 有時候只是很小的事 例如他提醒我還有什麼事沒做
4,或是他只是不想逛那間店 我就會抓狂 完全沒辦法溝通
4,或是前一秒鐘都很好 但一個點不對 我就會馬上失控
4,對他怒吼 飆淚 有時候會故意傷害自己
4,希望他注意到 我發現我變得很脆弱 只要看到有人過世或分開的戲劇
4,我就會哭 看板上大家的文章也會哭 我覺得我好累
4,可是我沒看過醫生 我也常常睡上18個小時
4,因為我不想起來面對吧 謝謝你們辛苦看完我的文章
5,這一年來因為都在準備考試 自己給自己的壓力很大
5,所以在今年二月的時候就開始出現 肚子很脹(硬的跟石頭一樣)明明很餓但沒胃口
5,胸悶 會呼吸不過來 緊張的時候會一直想要挖鼻孔或剪指甲
5,之前有去長庚看醫生  但吃了一個月的藥後感覺很可怕
5,因為會想睡覺而且記憶力變得很不好 原本會的東西會忘記
5,然後看過的書也記不起來 所以就不敢吃藥了
5,停藥一陣子後焦慮的情形又慢慢開始 這幾天因為剛搬到新的環境
5,又加上考試失利 腹脹的症狀非常嚴重 但又不想去看醫生
5,想要靠自己好 覺得很痛苦  我有咖啡癮，
5,一天只喝一杯， 但不喝會死掉 不知道板友有沒有甚麼方法可以提供
6,如題 想到這個問題就是快煩死了. .
6,. . . . .  是~~我承認自己是有那麼一點不正常
6,很怕周邊的人 什麼事情都不想做 躲在房間睡覺睡1
6,2天不門 就只是睡覺不想起來 遇到用餐時間就想狂吃發洩
6,遇到就想翹掉(野翹了不少次) 但是這些又只是偶爾而已
6,偶爾又覺得自己很好 但偶爾回到房間又想哭
6,個人覺得  因為我跟周圍的人不太一樣
6,跟以前的自己不太一樣 我承認過的不太好
6,每天都過得有些辛苦 事情都不想做 也做不好
6,一點成就感也沒 寧願睡覺 翹 那代表我一定要去看醫生嗎?
6,這樣不就承認我有精神病?? 難道就不能靠自己的力量嗎??
6,精神病到底要如何界定? 心情好時做那些問卷一點問題也沒有
6,但是偶爾也是幾乎每一個選項都打勾~~~~
6,很不想去看醫生~~我很不想承認自己有問題(自己覺得應該有)~~~很想靠自己的力量克服
6,請問這樣可以嗎?? 誰可以回我. .
7,記的我開始扯髮， 是從我大一那年， 父親暴斃家裡母親需要人陪
7,那年休學開始的事. . . 現在回想起來這中間有太多事情對我造成打擊很大
7,但我從來都不覺得是有某些原因造成我扯髮的行為。
7,我從國小胖到大學， 說真的大家看到憲在的我很難聯想以前是又胖又黑的恐龍妹
7,大一上進入大學生活喜歡上一個男生， 
7,在我休學前不久我發現同群很好的朋友裡面我喜歡的男生跟我其中一個朋友互相欣賞對方
7,說真的， 我那時好難過~~他是那種白白瘦瘦可愛的女生
7,我跟她比起來難怪不被喜歡. . . .
7,休學也是讓我逃避見到她們的選擇原因之一，
7,我不知道該怎麼面對她們 於是在休學這年我用飛常虐待自己的減肥方式瘦身
7,就是每天晚上睡前會餓到發抖的那種. .
7,. 當然也吃了很多減肥藥 當然我成功在那年瘦了20多公斤，
7,開始注意穿著學著打扮，  在被人說漂亮的時候我心裡大大的滿足感讓我好開心
7,但也同樣的， 我一吃東西就胖(我是易胖體質又很愛吃)
7,吃多了覺得自己好像馬上就變胖了， 每天都過的不開心~~
7,開始我漸漸的出現扯頭髮的習慣，  ，
7,尤其是當我在想事情或是該專心唸書的時候情況特嚴重
7,現在讓我好困擾，  我是準備國考的考生，
7,我每天都花10個小時坐在書桌前 但驚覺有好多時間都專注在扯頭髮上
7,該怎麼辦?我是不是該去看醫生? 頭髮這缺一塊那缺一塊的
7,讓我覺得自己好醜好討厭. . . 每天都不想出門見人.
8,今年四月妹妹憂鬱症爆發了， 雖然住院治療後狀況已有改善，
8,但八月時媽媽也生病了， 現在的我每天上班都提心吊膽，
8,擔心他們兩個在家有沒有好好吃飯， 有沒有看電視(憂鬱症會提不起勁做任何事)，
8,天天這樣， 我覺得我好累， 我快要崩潰了，
8,雖然我知道不可以(家中還有爸爸及另一個妹妹)，
8,我是家中的支柱， 不可以倒， ，  我是不是應該去看醫生呢?
9,幾個月前因為被男友欺騙， 讓我現在無法相信人，
9,雖然決定原諒他 再相信他 但是現在只要他說甚麼話，
9,我心中卻是很多疑問 ， 問著自己這是真的嗎?
9,只要他沒有接到我電話 我就會胡思亂想
9,甚至心悸到呼吸困難 腦中會一直盤旋之前他欺騙我的一切~
9,也許他現在所說的都是實話， 不再欺騙我了
9,但我卻是滿滿的害怕 情緒總是這樣被自己腦袋綁著
9,最近有種快喘不過氣的感覺 晚上無法好好睡覺休息
9,即使很累， 但是卻很清醒的躺著 我該怎麼辦?
9,我該去看醫生嘛? 我只想要好好放過我自己
10,從八月開始. . .  我常常會因為想念朋友((我因故離開原本認識他們的地方))
10,而常常想哭 後來到了新環境又無法融入
10,再加上功課壓力. . .  在人前 我都很正常
10,看起來跟沒事一樣 可是每當我自己一個人
10,不管在搭車還是封閉的空間 我就會情緒很低落
10,很想哭 覺得生活過的很痛苦 ((雖然不會真的去做但是會常常想))
10,一直覺得好像這樣才可以解決現在的困境
10,這種情緒 常常發生 有時候是天天都有
10,只是斷斷續續的 並不是整天 有時候是一個星期3天左右都這樣
10,一直覺得自己過的好不快樂 好痛苦. .
10,.  好想哭 好想大叫 而且變的易怒
10,脾氣暴躁 而且覺得好累好累 好想睡.
10,. . . . .  好想逃離目前的生活.
10,. .  請問 我該去看醫生嗎?我不知道這只是情緒低落?還是我生病了??
11,我這個人個性比較鑽牛角尖， 想不開 有時候一些小事就能讓我煩惱很久
11,最近決定要想開一點， 把一切看的很淡
11,我也確實是這樣 但是遇到事情，  心裡想說沒關係，
11,只要怎樣怎樣做就可以了 事實上也沒什麼大不了的（報告的時間延後一個月而已呀）
11,可是心情好像都會受到影響， 感覺很憂鬱，
11,也許要持續一陣子 真是很怪異， 然後我有一陣子，
11,很愛生氣， 脾氣變的很不好， 會突然發火
11,都是一些小事情而已 可是不會很久， 大概幾秒鐘就好了，
11,現在比較不會， 但之後就不知道了 ，
11,不過這只是我自己覺得的 之前有想過要去看心理醫師，
11,後來也不了了之， 因為之後好像也還好
11,不過想說徵求一下大家的意見， 看是不是需要去看醫生
12,今天去看二輪片. . 不小心看到一部變態殺人魔的電影.
12,.  譬如說. . 把耳朵. 手. 等人的器官打成汁.
12,. 然後硬灌給人喝 我完全不敢看. .
12,光聽聲音就快吐. . 最後我就這樣落荒而逃.
12,. .  平常我是看鬼片. 或是血腥.
12,任何恐怖的東西我都是怕的要命. . 
12,完全不敢看. . . 極限是看鬼片.
12,.  但是看了之後會整晚睡不著. .
12,.  因為是心理由衷的恐懼. . .
12,除了電影. . 我也怕蟑螂. . .
12,是真的怕. . 不是因為淑女而大聲尖叫
12,是真的. . . 會瘋掉. . . 精神緊繃那種.
12,. . . 平常都是大叫. .  然後請哥哥.
12,弟弟來收拾. . . . . . 但很雖的剛好今天晚上洗澡時.
12,. .  我突然聽到不對的聲音. .
12,右前方有一隻黑色大蟑螂. . . 重點是他會飛.
12,一度還飛到我身上. . . . 我真的快崩潰.
12,. 但又不能衝出去. . .  只好拿拖鞋打死他.
12,. 第一腳還沒打成功. . . . 第二腳的拖鞋補上才死.
12,. .  之後我回神. . 我發現我手在顫抖.
12,. . 很害怕很害怕. . . . .
12,突然覺得自己好像神經病. . . 明明只是蟑螂.
12,. .  所以我想問問這樣的反應. .
12,. 是正常的嗎. . . . . ~~
12,我需要去看醫生嗎~~~~~~但我小時後也沒有被蟑螂特別嚇過.
12,. . . .  以前總覺得只是自己膽子小
12,但經過剛剛得蟑螂事件. .  覺得自己是不是有問題.
12,. . 有人知道我這樣是什麼症狀嗎 需要看醫生嗎
13,一直浪費時間重複我自己也不想重複的行為，
13,只因為一直有一個聲音告訴我：這樣不行，
13,重來 雖然已經比最嚴重的時候好多了（最嚴重的時候每碰到一樣東西就要洗手一次，
13,因為覺得髒； 寫字時也總是不斷用修正液塗過重寫，
13,只因為覺得寫得不好看. . . . ）
13,但還是覺得很痛苦、 很浪費時間 最嚴重時有就診過，
13,但後來因為某些原因就沒再回診了 現在不想再回診的最大原因其實是服藥
13,我不是不想吃藥， 而是我連三餐都沒有按時吃了，
13,是要怎麼按時服藥 （所有的食物都引不起食慾，
13,什麼都不想吃， 也不想勉強自己吃 而如果不服藥，
13,只是就診也不會有太大幫助吧） 到底該怎麼辦.
13,. .  . . .  除了藥物， 有其他治療強迫症的方法嗎.
14,後來走出低潮後 我覺得似乎漸漸走出憂鬱症了（也或許還不至於有憂鬱症）
14,情緒也比較穩定 但是卻發現 平時情緒可以很平靜
14,一接近生理期 就會變得跟以前低潮時一樣
14,只要情緒一放鬆 眼淚就會莫名流下 沒有原因
14,沒有任何傷心的理由 有時甚至心情好也會莫名想哭
14,我不懂這是什麼原因 以前我雖然愛哭 但至少都是有原因的
14,而現在 只是情緒稍微放鬆 就會流淚 喉嚨就會哽咽
14,常常晚上都要哭過哭累後才好睡 如果硬ㄍㄧㄣ著不哭
14,整晚就失眠無法入睡 奇怪的是 只要生理期結束後
14,就不會這樣了 這是什麼原因呢？  我害怕去看醫生
14,因為忙碌的他們或許根本沒空聽我講太多話
14,難道要跟他們說我不論心情好不好都會莫名想哭
14,不哭睡不著嗎？  這樣是不是很豬頭啊
14,更何況我不習慣把心事告訴別人 我也不想吃西藥
14,除了對西藥過敏之外 我怕吃了西藥生理期又大亂
14,情緒更難控制 所以才來請教各位 我不想因為我的情緒不穩連帶影響我男友的情緒
14,他很關心我 隨時都很注意我的心情如何
14,只要我稍稍心情不好他都感覺的出來 我不想讓他整天擔心我
14,這樣我會覺得自己更像廢物更沒用 因為不知道要ＰＯ哪
14,就ＰＯ在這 如有違反版規 麻煩版主告知
15,其實我不知什麼時候開始 常常會對著鏡子裡的自己罵
15,你去死啦 有時心情不好也會突然罵你去死啦
15,幹 我真的覺得我有病耶 我可能很討厭自己
15,也很沒自信 從小到大人際關係和家庭也有很嚴重的問題
15,遇到事情 不開心的環境我只想逃避和離開
15,其實很久了 但都一直沒去看醫生 我不太想要有紀錄
15,也覺得還在我可以控制的範圍 我最好的朋友也覺得我應該要去看精神科
15,心情不好時有時會自己在咒罵一些有的沒的
15,但有時被經過的人 不管認識不認識的 都會覺得我是神精病吧.
15,. . 自己也想挖個地洞鑽下去. .
15,一個人的時候 心情不好的時候常會這樣自言自語
15,或突然大叫 有人的時候就還好 可以控制
15,(但有時會忘了有別人在別間房裡 = =)
16,目前高三， 已經被心理問題困擾了四年。
16,情緒起伏很大， 前三十分鐘亢奮後三十分鐘卻又趴在床上哭，
16,課堂上突然就陷入情緒， 面對同儕卻若無其事。
16,沒有在現實裡和別人透漏過自己的狀況，
16,大概是沒安全感又不願意相信人， 四年來一直自己撐著。
16,但高三了， 接下來就是學測。  我不確定這樣能撐到什麼時候，
16,光是失眠造成的影響就讓我無心課業， 面對學習完全沒動力、
16,甚至感到恐懼， 就這樣陷入循環裡。 
16,想去看精神科， 查了網路資料似乎未滿20歲都需要監護人陪同，
16,但我並不想讓家人知道， 連自己能不能活到20歲都不確定了。
16,請問如果是診所， 也需要監護人陪同嗎？
17,在異地生活的近九個月， 看著人與人之間的野蠻行為
17,使我對陌生人的小錯誤咆嘯， 對前任的朋友感到不信任
17,對有傷害我紀錄的任何人， 感到不耐煩或恐懼
17,言語傷害人的同時， 其實心裡感到更大的不安與孤獨
17,或者說， 過去的幾個月我只信任前任一個人
17,導致她無法承受我帶給她更多的情緒 不想要再用犀利惡毒言語傷害任何無辜的人
17,但卻無法信任任何人 在異地工作的我非常不開心，
17,沒有朋友， 沒有習慣喜歡的生活 除了白天劍拔弩張的，
17,晚上回到宿舍才崩潰情緒大哭之外 完全不知道該怎麼辦去處理這些糟糕的事情
17,但礙於工作時間非常長， 且醫療不便的狀況下
17,是否有什麼不吃藥看醫生的方法可以減輕？
18,最近一個多月來情緒總是不太穩定~ 事情也都想到悲觀的一面~對什麼事情總是提不起勁.
18,.  本來還可以睡的著~但是上星期的一個晚上
18,在睡夢中突然驚醒~醒來時滿身大汗心跳異常的快
18,最可怕的是腦中似乎快要爆炸~好煩有種不踏實感孤獨無聊浮浮的
18,腦中很多畫面快速播放一片混亂. . 好像隨時會變的精神異常(這種感覺令我很害怕)
18,從那天起我開始對睡覺有點畏懼我怕那樣的感覺再回來
18,可是越怕就越煩越睡不著. . 惡性循環.
18,. .   我該去看精神科嗎? 真的很怕自己會精神異常.
19,最近和女友分手後 起初會失眠吃不下東西但現在已經好很多了
19,但是每天都會想東想西 一天到晚都是在想著我們之間的回憶
19,雖然才短短的一個月 甚至騎車的時候會想說
19,如果我現在出車禍了如果我打了通電話給她跟她說我出車禍了
19,然後就昏倒了她會不會很緊張的跑來找我
19,每天都會想著 我最愛的人但是卻不在我身旁了
19,很懊悔很苦惱未捨麼會這樣 為捨麼每次在公司看到她很快樂的笑
19,我的心卻好痛好痛 也因為這樣 我開始害怕寂寞
19,因而一直找人講話 聊天希望有人陪我出去
19,但是卻發現朋友少之又少 連要去買的眼鏡都拖了1個多月
19,覺得自己非常孤單. . . . . .
19,也和家人相處的非常差 在公司雖然看起來沒啥差別但是我知道我是裝出來的
19,自從分手後我已經很久沒有真心的笑過了
19,請問我需要去看醫生了嗎???我有憂鬱症了嗎???
20,各位板友好 這篇可能是隔壁板的範圍 若有不妥我會自刪
20,事情是這樣的 原本的生活至少會追尋人生的意義
20,最近這一兩天卻完全找不到活下去的動力
20,原本會捨不得的一些人事物 現在完全沒了眷戀感
20,只覺得很平靜 好像一切都與我無關 之前創傷記憶的傷口瞬間癒合
20,小時候的痛苦回憶也變得無所謂 長期備受折磨孤獨感也不再有反應
20,可是這一兩天並沒有發生大事 不知道該怎麼講
20,其實很猶豫該不該發這篇 我不想再為任何人事物感到困擾
20,但是又想知道這是不是新的病？    
20,或許哲學家才是我的醫生 事實上所謂確診的過程是
20,數次三分鐘不到的問診及坐按摩椅 在病人主動求醫的情況下
20,對於醫生的馬虎感到生氣 排斥 不信任
20,任何正常情緒反應都會被放大解釋 當他隨便的安個病名草草帶過時
20,我就不再複診 以後也不會 心病了就讓時間治療
20,總比被二次傷害好 在那之後我完全不想去醫院
20,這幾年只看過牙醫 齒治水無效劇烈疼痛才去的
21,大二了 高中的時候覺得自己生病了 大家都說我很健康
21,可是我覺得好不舒服 我不想上學我不想接觸人
21,所以我一直哭一直哭一直哭 不管別人跟我說什麼我都講不出來
21,我只會一直哭  而已 然後我吃藥吃藥吃藥吃藥
21,然後我好討厭那個醫生就算他很有名我還是好討厭
21,然後我不想看醫生了 然後我覺得自己好了
21,然後在我覺得自己很好的時候 你們為什麼要一直說我有問題
21,我承認我現在只會一直打電話一直哭 可是我覺得我沒有問題呀
21,這次我也沒有幻想也沒有什麼 我只是不知道要怎麼說話而已
21,不要一直說我有問題 走開 通通都走開
22,第一次發文 如有違規請見諒 >< 以前我是一個非常正向開朗的人
22,獨立自主 也很有想法 很能照顧自己 現在
22,，  在朋友家人面前仍然還是 在經歷一連串的挫折
22,自我要求的壓力之下 我好像壞掉了 一直覺得自己是個糟糕的人
22,很廢 沒有能力 只是想討拍 爛人 我很想得到關心
22,但我又會排斥 開始拒絕家人的問候 拒絕接電話
22,甚至有點拒絕在告訴別人我的情緒 面對外界一直都很開朗
22,但在獨處時 總是痛哭失聲 很痛很痛 兩年前跟一年前分別就曾經接受諮商
22,都有短暫性的解脫 這次我感覺到自己心理壓力的嚴重性
22,我試圖告訴我的朋友 他們說我一定有辦法度過的
22,但我心裡想的是 你們根本不知道我有我痛苦
22,但我很有罪惡感 覺得自己這麼做很廢 但我不敢去看醫生
22,我很怕被發現我是不是生病 一直很矛盾
22,希望自己好起來 可是又好痛苦 真的不知道到底能怎麼做讓自己回到以前
23,人生好難 活著好難 長大好難 放下好難
23,不知道過了多久沒去看醫生 是不是因為害怕走到那裡
23,會想起最後一次跟去的人已經不在身邊 那時候真的好難過
23,還記得哭了大半夜卻什麼也沒挽留住 好笑的是一切根本是我自作多情
23,還在埋怨為什麼要丟下我一個人 在接住我之後
23,是她說什麼都可以跟她說的 可是對啊 她有什麼義務承擔我的情緒
23,我憑什麼要求她這樣做 對不起 是我太自私了
23,接下來該怎麼辦 我又碎成一團 好害怕面對未來的一切
23,吃藥沒用乾脆就不吃了  想到好多人需要珍貴的血
23,還是寧願捐出去 到底怎樣才有用呢 我消失好了
23,像他們一個個離開我一樣 我也離開就好了對嗎
23,又來了 我明明要好很多的 病到最後連自己都放棄自己了
23,憑什麼要別人來拯救我 我沒資格 我很爛
24,看診六次諮商第四次  除了暑假在家不能割和喝
24,也無法看診 開學回宿舍的晚上幾乎沒幾天是完全清醒
24,上課時間拿來睡 不然就蹺 錢都花在酒
24,繃 看診 如同在浪費金錢 時間 生命
24,也許我根本沒有事 一切都是自己創造出來
24,是悲觀 只是本來就懶 沒能力 只想混混噩噩的過
24,報告在混 打工在混 學位也在混 人生也打算混
24,喝什麼酒 割什麼手 如果真的有投入生命
24,根本不會追求負面的刺激 夠了 放肆夠了
24,不要再給自己借口 原定的最後一次諮商本來是今天
24,硬是多拉了一次 下禮拜回去 好好的結束諮商關係
24,下禮拜回診 提出不再回診不再用藥 沒有生病沒有問題的話
24,應該沒事的 感謝板的各位 有機會再會
24,送上今天的雙彩虹作結 //. . /013.
24,希望世界能溫暖的擁抱著大家 衷心希望可以
25,以前高中時有看過醫生 吃了一陣子的藥
25,後來沒那麼嚴重就沒有繼續回診了 最近找了一份工作
25,禮拜一工作第一天 上班時都沒事 一下班上了公車眼淚又開始打轉
25,我不知道為什麼 男友跟父母的安慰打氣
25,我自己也都很清楚 但就是哭到不行 覺得自己很沒有用
25,很弱 我已經不知道要怎麼辦 工作明天想去說不做了
25,我真的沒辦法用這種狀態來工作 我該去看醫生嗎.
26,似乎這樣不開心好久了。  工作類型是屬於需要用腦力的，
26,因此很常時候醒來的念頭都是不想上班 上班時卻很難集中精神，
26,思緒總飄到別的事情， 總是不想動， 
26,結果就是工作時間拉很長， 很沒效率 再加上跟男友在國外工作，
26,兩個月才能見一次面 因此當我失眠的時候他早就睡了，
26,也不可能打電話叫醒他 常常會有很負面的想法，
26,覺得男友沒有很在乎我，  常常夜裡掉淚，
26,覺得很想分手 他總說我想法很負面， 
26,但我不知道該如何壓下心中的疑慮 很常拿鑽牛角尖的問題問他，
26,若他沒有好好回答， 我又要失眠好幾天
26,就算跟朋友說， 也很難解開心裡真正的結
26,晚上即使已經很累眼睛很酸，  卻還是有某種反作用力讓自己一直在抵抗，
26,不願就這樣睡了， 無法安心入睡 於是腦子開始想東想西，
26,睡不著會滑手機， 漸漸才發現原來是失眠。
26,覺得這樣的心情好沉重，  心在糾結的時候真的很想死
26,但卻不知道該怎麼讓這種負面思維消失 覺得自己不被在乎，
26,覺得好像我比較適合離群索居，  就不必讓其他人的存在影響自己
26,到底該怎麼判斷，  我該去看那種醫生的門診嗎
27,這禮拜感情上出了點問題 因為本來就是很容易胡思亂想的人
27,現在因為感情的事變得無時無刻腦子都在想
27,心情非常低落導致上班無法專心 想法很偏執總是認為人家心裡有鬼
27,或是人家一定都在說謊騙我 脾氣很不穩定但不會到破口大罵只是有時愛碎唸
27,害怕自己一個人獨處在安靜的房間 很愛哭容易想到一些事情就哭
27,最近測了柯氏憂鬱量表又35分. . .
28,我不敢就醫， (擔心影響日後工作與保險問題)
28,。  但很明顯有時會出現情緒崩潰、 
28,持續的自律神經失調、  (網路上查到的症狀幾乎都有，
28,還很嚴重) 甚至有想不開的念頭。  但是我真的很想很想振作起來。
28,因為事件的成因無法和其他人說。  身邊的人卻無法理解我的感受，
28,有時候原本只是想好好溝通，  卻激怒了對方，
28,讓自己心裡更難受。  我是男病友一枚，
28,我自認為過去保護意識蠻強的，  但是在朋友、
28,同事面前我一直是個很活潑很開朗的人。
28,真的從來沒有想過會變成現在這樣。  我需要有一個可以互相傾聽的人。
28,如果有意願的病友，  相互鼓勵讓大家都可以慢慢的好起來。
29,其實我考慮要不要去看醫生已經考慮了一年，
29,其中一點是怕父母反對， 說是我心理問題
29,以下是我覺得自己都無法原諒的事情 由於我的皮膚有遺傳疾病，
29,有類似痘痘的東西， 但非痘痘， 是毛孔角化症，
29,會有白白 的東西堵住毛孔， 白白的一粒一粒，
29,我只要是焦躁不安時， 所幸什麼都不想，
29,就一直狂擠 只到我發現我浪費了兩三小時在擠這些擠不完的東西，
29,而皮膚科也說這個到我三四十歲就 會消失了。
29,我也知道， 但是我就是一直擠， 加上我每天都會開電腦，
29,但是要做什麼自己也 說不出所以然， 做了哪些事情也都忘了，
29,只覺得毫無意義浪費一整個晚上的時間，
29,我都曾 克制自己， 但都沒辦法， 導致我睡眠嚴重不足，
29,身體疲累， 加上我每天早上一定喝純咖啡
29,提神， 上課是不至於睡覺， 但是注意力無法集中，
29,就算有心要唸書也唸不過兩小時。  是我態度上的問題，
29,， 因為每次上課我就有種 挫列等的感覺，
29,總覺得教授會丟出很難的作業， 講很深的內容，
29,怕自己跟不上， 回家想 開電腦看投影片，
29,但是看個兩三張就又摸到別的地方去了，
29,直到睡覺前又開始擔心跟不上 這樣日復一日，
29,我自己覺得比高中時還不如， 我無法專心做事，
29,不是東摸摸就是西摸摸，  在不然就是擠我說的痘痘、
29,挖耳朵、 拔手毛。  我該去看醫生嗎?
29,可是， 看醫生不就要吃藥嗎， 我這樣算很嚴重要到吃藥的地步了嗎?
29,非常謝謝您耐心看完本文， 煩請您提出見解指教，
30,我今年23歲 有一些狀況纏著我10年了
30,我平時生活都很正常 但是遇到一些特殊的情境下
30,例如 車子裡 剪頭髮的時候 或是考試時(感覺被困住的情境)
30,我內心會異常的緊張 會覺得一直想要跑廁所尿尿
30,覺得自己快要尿出來了 不去廁所不行 但是逃離了那個情境
30,我就覺得我好了 也不想尿了  原先以為是生理上的病
30,慢慢發現應該是心理上的問題 我該去看醫生嗎
31,或許每個人都有自己喜歡的顏色 像我最喜歡的就是橘色
31,但喜歡歸喜歡 我會想要把週遭的東西都是用橘色的
31,鏡框啊音響啊鞋子衣服之類的 而且我看到橘色的東西也是會莫名興奮
31,像是某年度的出橘色的系列物品 我幾乎只要每次經過都會去逛一次=
31,= 常被人問說為何會喜歡橘色 但我自己也不清楚
31,只有隱約知道是從大學開始  但又感覺跟真正的強迫症比起來也沒那麼誇張
31,就只是很多時候都是因為橘色才會怎樣怎樣
32,大家好 這個問題困擾我一陣子了 我本來就是一個很容易緊張的人
32,只要一緊張就會感覺胸口悶喘不過氣 兩個月前因為不明原因被分手了
32,那時候我人在澳洲 分手後就是完全沒辦法睡
32,也吃不下飯 後來有幾次會突然無法呼吸
32,然後全身一直發抖 感覺什麼都很擁擠 胸口悶
32,心臟痛 都是突然發作的 因為狀況一直很不好
32,所以我先回台灣 現在還是會心臟痛 喘不過氣
32,手會莫名的發抖 請問這樣需要去看醫生嗎
32,要看那一科比較好 謝謝大家     
33,想請問一下，  有時覺得頭腦結塊是正常的嗎？
33,常常會在腦中自我對話是正常的嗎？  已囤積9顆和10幾顆和20來顆，
33,有時想把藥一口氣嗑光，  (因為煩.
33,. . 目的只是想發洩一下) 我已經有一次吞過約57顆，
